Tournament,Date,Prize,Teams,Location,Winner,Runner-up,Tier,Year
AGONDota2Cup,"Apr25-26,2018","$2,402",8teams,CIS,HFZ,bk,3,2018
ThailandEsportProLeague2018,"Apr21-22,2018","$24,026",10teams,"Bangkok,Thailand",α-Red,α-Blue,3,2018
IndonesiaGamesChampionship2018,"Apr20-22,2018","$10,883",8teams,"Jakarta,Indonesia",BOOM,RR.Q,3,2018
joinDOTALeagueSeason12Asia,"Jan29-Apr17,2018","$4,000",10teams,SoutheastAsia,XctN,EVOS,3,2018
joinDOTALeagueSeason12America,"Jan29-Apr17,2018","$4,000",10teams,Americas,MK,CES,3,2018
joinDOTALeagueSeason12Europe,"Jan29-Apr10,2018","$4,000",10teams,Europe,TFT,SNG,3,2018
AEFDota2LeagueSeason4Division1,"Apr07,2018","$3,182",4teams,"Melbourne,Australia",wTa,Focus,3,2018
GamePlusChampionshipSeason1,"Mar03-26,2018","$1,000",10teams,Iran,Van,RBRN,3,2018
PhilippineProGamingLeague2018,"Mar24-25,2018","$7,645",4teams,"Manila,Philippines",Titans,QPQ,3,2018
AEFDota2LeagueSeason4Division3,"Feb05-Mar22,2018","",8teams,Oceania,LV,TBD,3,2018
TyumenCyberFest2018,"Mar17-18,2018","$2,611",8teams,"Tyumen,Russia",MeS,PBK,3,2018
BishkekStarsLeague#7,"Mar04,2018","$2,200",4teams,"Bishkek,Kyrgyzstan",GccG,zWs,3,2018
ANGGAMEChinavsSEA-OnlineFinal,"Mar01-03,2018","$10,000",8teams,Asia,XctN,Admiral,3,2018
MalaysiaEsportsLeague,"Feb24-25,2018","$81,888",8teams,"KualaLumpur,Malaysia",GF,HG,3,2018
StarLadderProSeriesSeason22,"Feb11-18,2018","$2,000",12teams,Europe,MLE,BF,3,2018
OverPowerCupEurope#3,"Jan14-Feb05,2018","$2,000",8teams,Europe,5ANC,Gambit,3,2018
WESG2017SouthAmericaFinals,"Feb02-04,2018","$37,500",5teams,SouthAmerica,paiN,SG,3,2018
WESG2017NorthAmericaFinals,"Feb01-04,2018","$37,500",7teams,NorthAmerica,OCAN,LvT,3,2018
WESG2017NorthernAfricaQualifier,"Feb01-04,2018","$2,000",4teams,Africa,SND,Raze,3,2018
WESG2017SouthernAfricaQualifier,"Jan26-28,2018","$2,000",20teams,Africa,WRG,BVD,3,2018
AsiaPacificPredatorLeague2018,"Jan18-21,2018","$90,000",8teams,"Jakarta,Indonesia",GF,BOOM,3,2018
OverPowerCupChina#1,"Jan14-21,2018","$2,000",8teams,China,Eclipse,Nb.M,3,2018
MalaysiaEsportsLeagueGroupStage,"Oct21,2017-Jan21,2018","$37,007",16teams,Malaysia,TBD,TBD,3,2018
MID.TVChallengeCup,"Dec14,2017-Jan17,2018","$15,000",10teams,Europe,Gambit,TEDO,3,2018
MalaysiaCyberGames2018,"Jan13-14,2018","$12,858",74teams,"KualaLumpur,Malaysia",HG,5ive,3,2018
WESG2017APACFinals,"Jan11-14,2018","$92,500",20teams,"Jiaozhou,China",Rock.Y,KG,3,2018
ProDotACupChina#2,"Dec11-30,2017","$2,000",10teams,China,iG.V,Rock.Y,3,2017
ProDotACupEurope#25,"Dec04-28,2017","$2,000",16teams,Europe,Gambit,TEDO,3,2017
ZOTACCupPremier:DOTA2SEA,"Dec16-17,2017","$20,000",6teams,"Bangkok,Thailand",GF,Neon,3,2017
StarLadderProSeriesSeason21,"Dec11-15,2017","$2,000",12teams,Europe,HFZ,5FRAGS,3,2017
joinDOTALeagueSeason11Europe,"Oct02-Dec15,2017","$4,000",10teams,Europe,PENTA,TEDO,3,2017
joinDOTALeagueSeason11Asia,"Oct02-Dec06,2017","$4,000",10teams,SoutheastAsia,HF,WG.U,3,2017
Mega8Dota2ProLeague2017,"Oct22-Dec03,2017","$1,457",16teams,SouthAfrica,TBD,TBD,3,2017
joinDOTALeagueSeason11America,"Oct05-Dec02,2017","$4,000",10teams,Americas,LvT,Wheel,3,2017
ProDotACupChina#1,"Nov10-30,2017","$2,000",10teams,China,Sun,NB.Y,3,2017
ProDotACupEurope#24,"Nov08-30,2017","$2,000",16teams,Europe,Gambit,DD,3,2017
WESG2017EuropeFinals,"Nov23-26,2017","$92,500",20teams,"Barcelona,Spain",AntiHype,mouz,3,2017
AEFDota2LeagueSeasonThreeDivision1,"Oct09-Nov26,2017","$3,165",8teams,Oceania,N9,GoM,3,2017
BloodintheStreetsAmericas,"Nov07-16,2017","$10,000",8teams,Americas,LvT,Sacred,3,2017
Dota2ProfessionalLeague2017S2:Secondary,"Oct02-Nov06,2017","$30,382",14teams,China,VG.P,FTD,3,2017
ConquerorsInsignia2017,"Nov04-05,2017","$8,528",8teams,"Bangalore,India",A5,TN,3,2017
ExperienceLeague,"Sep25-Nov03,2017","$6,127",8teams,"Vitória,ES,Brazil",CTM,STARS,3,2017
ProDotACupEurope#23,"Oct06-Nov02,2017","$2,000",16teams,Europe,Gambit,M19,3,2017
WellPlayInvitational#9,"Sep01-Oct31,2017","$3,000",8teams,Europe,PENTA,KGN,3,2017
NewBloodChampionships2017,"Oct27-29,2017","$25,000",8teams,"Jakarta,Indonesia",SV,BrX,3,2017
WorldCyberArena2017SouthAmericaFinals,"Oct27-29,2017","$25,250",8teams,SouthAmerica,INF,SectorV,3,2017
ProDotACupSoutheastAsia#11,"Oct06-26,2017","$2,000",10teams,SoutheastAsia,NB,TP.NND,3,2017
TheMajorLeague,"Oct20-22,2017","$60,036",8teams,"IskandarPuteri,Malaysia",XctN,EHOME,3,2017
WorldCyberArena2017NorthAmericaFinals,"Oct20-22,2017","$25,250",8teams,NorthAmerica,VGJ.S,coL,3,2017
WorldCyberArena2017ChinaQualifier,"Oct09-15,2017","$25,838",8teams,China,iG,FTD,3,2017
TheManilaChallenge,"Oct13,2017","$4,872",4teams,"Manila,Philippines",XctN,HF,3,2017
BrasilGameCup2017,"Jul27-Oct13,2017","$1,578",5teams,"SãoPaulo,Brazil",Midas,TS.R,3,2017
WorldCyberArena2017EuropeFinals,"Sep28-Oct09,2017","$52,699",8teams,Europe,HR,Empire,3,2017
PichauMasters2017,"Sep19-Oct08,2017","$4,760",8teams,Brazil,SG,TS.R,3,2017
MoscowRegionGovernor'sCup2017,"Oct06-07,2017","$4,329",4teams,"Khimki,Russia",DG,OZV,3,2017
WorldCyberArena2017MENAQualifier,"Oct04-07,2017","$50,532",22teams,"",Orcus,Lebanon,3,2017
ProDotACupEurope#22,"Sep08-Oct04,2017","$2,000",16teams,Europe,SFT,RS,3,2017
ProDotACupSoutheastAsia#10,"Sep08-Oct02,2017","$2,000",10teams,SoutheastAsia,HF,YM,3,2017
AlmeoEsportsCup,"Sep29-Oct01,2017","$44,044",8teams,"Almaty,Kazakhstan",TSpirit,NC,3,2017
Dota2ChampionsLeagueSeason13,"Sep20-30,2017","$5,000",16teams,Europe,Spartak,EPG,3,2017
2017AsianIndoorandMartialArtsGames,"Sep25-27,2017","",5teams,"Ashgabat,Turkmenistan",CNB,CNA,3,2017
IndonesiaPrideGamingLeague,"Sep23-24,2017","$14,569",4teams,"Jakarta,Indonesia",BOOM,EVOS,3,2017
IndonesiaPrideGamingLeagueRoundRobin,"Aug17-Sep19,2017","$9,647",8teams,Indonesia,BOOM,EVOS,3,2017
ROGMASTERS2017MalaysiaQualifier,"Sep15-17,2017","$12,103",8teams,Malaysia,HG,818`RH,3,2017
StarLadderProSeriesSeason20,"Sep11-17,2017","$2,500",12teams,Europe,PENTA,TBM,3,2017
WESG2017ChinaFinals,"Sep07-10,2017","$27,020",24teams,"Suzhou,China",EHOME,Rock.Y,3,2017
ProDotACupSoutheastAsia#9,"Aug14-31,2017","$2,000",10teams,SoutheastAsia,Li,EVOS,3,2017
ProDotACupEurope#21,"Aug14-27,2017","$2,000",16teams,Europe,SFT,DD,3,2017
Dota2ChampionsLeagueSeason12,"Aug20-26,2017","$5,000",16teams,Europe,TBM,Tuho,3,2017
ProDotACupAmericas#10,"Jul12-31,2017","$3,500",10teams,Americas,TA,Wheel,3,2017
SAEDotaLeagueGermanySeason2,"Jun03-Jul31,2017","$11,747",12teams,Germany,Meow,PENTA,3,2017
VSGamingMastersFinal,"Jul28-30,2017","$42,310",8teams,"CapeTown,SouthAfrica",WRG,xTc,3,2017
KODLeagueSeasonV,"Jul03-30,2017","$1,500",16teams,Americas,TA,Wheel,3,2017
AEFDota2LeagueSeasonTwoDivisionOne,"Jun12-Jul27,2017","$3,160",7teams,Oceania,WG.Y,N9,3,2017
BloodintheStreets#1,"Jun12-Jul23,2017","$5,000",8teams,Europe,Gambit,BOX,3,2017
ProDotACupEurope#20,"Jul03-21,2017","$3,500",16teams,Europe,SNG,PENTA,3,2017
OverPowerCup#2,"Jul10-18,2017","$3,000",8teams,Europe,Empire,Gambit,3,2017
WorldCyberArena2017APACQualifier,"Jul04-17,2017","$52,256",10teams,SoutheastAsia,Mski,XctN,3,2017
ESLIndiaPremiershipSummer2017,"Jun29-Jul02,2017","$10,994",8teams,"Mumbai,India",IQ,Entity,3,2017
ProDotACupEurope#19,"Jun01-Jul02,2017","$3,500",16teams,Europe,PENTA,DB,3,2017
ProDotACupAmericas#9,"Jun03-22,2017","$3,500",10teams,Americas,TA,Wheel,3,2017
WellPlayInvitational#8,"Apr17-Jun20,2017","$3,000",8teams,Europe,Anji,PENTA,3,2017
StarLadderProSeriesSeason19,"Jun09-12,2017","$2,500",12teams,Europe,INXY,Saphira,3,2017
WorldCyberArena2017TPCFinals,"Jun05-10,2017","$14,727",8teams,China,NB.Y,MAX,3,2017
Mega8Dota2WinterCup2017,"May26-28,2017","$3,867",8teams,SouthAfrica,WRG,xTc,3,2017
ProDotACupSoutheastAsia#8,"May05-27,2017","$3,500",10teams,SoutheastAsia,GF,MVP.R,3,2017
BeyondGodlikeDOTA2ThailandPremierLeague2017,"Mar11-May27,2017","$9,515",10teams,Thailand,Eagles,MiTH,3,2017
Dota2BEATInvitationalSeason8,"May16-25,2017","$10,000",12teams,NorthAmerica,TF,coL,3,2017
TelkomDGLMastersCup2017,"May19-21,2017","$8,205",8teams,"Midrand,SouthAfrica",WRG,xTc,3,2017
ProDotACupEurope#18,"May05-18,2017","$3,500",16teams,Europe,SNG,Anji,3,2017
SEAvsAUSInvitational2017,"May13-14,2017","$3,689",8teams,SoutheastAsia,WG.Y,XctN,3,2017
NiuLeague2017Season2,"May05-11,2017","$10,000",16teams,China,Rock.Y,CDEC.A,3,2017
2016-2017CSLDota2,"Oct15,2016-May11,2017","$50,000",46teams,"Toronto,Canada",UBC,uconn,3,2017
ProDotACupEurope#17,"Apr05-26,2017","$3,500",16teams,Europe,PD,LDI,3,2017
SEAKappaInvitationalSeason4,"Mar22-Apr26,2017","$20,000",10teams,SoutheastAsia,WG.U,HF,3,2017
SwissDotaLeagueSeason1,"Feb03-Apr24,2017","$7,554",12teams,Switzerland,mYi,RPL,3,2017
IndonesiaGamesChampionship2017,"Apr23,2017","$15,198",16teams,"Jakarta,Indonesia",BOOM,EVOS,3,2017
VPGameChallengeLeagueSeason3,"Apr13-23,2017","$4,365",12teams,China,EHOME,FTD.A,3,2017
ProDotACupSoutheastAsia#7,"Apr05-21,2017","$3,500",10teams,SoutheastAsia,CG,GF,3,2017
Dota2ProfessionalLeague2017S1:Secondary,"Mar20-Apr20,2017","$14,541",14teams,China,EHOME,MAX,3,2017
GermanDotaLeagueSeason1,"Feb03-Apr20,2017","$10,715",12teams,Germany,AL,Meow,3,2017
AEFDota2LeagueSeasonOneDivision1,"Jan13-Apr16,2017","$5,297",8teams,Oceania,N9,DTT,3,2017
InfiniteSkyLeague,"Feb05-Apr09,2017","$25,000",16teams,SoutheastAsia,WG.U,fL,3,2017
BrasilGameCup2017Rio,"Apr01-08,2017","$1,592",8teams,"RiodeJaneiro,Brazil",SG,Midas,3,2017
StarLadderProSeriesSeason18,"Apr03-06,2017","$2,500",8teams,Europe,PD,cSc,3,2017
ProDotACupSoutheastAsia#6,"Mar15-31,2017","$3,500",10teams,SoutheastAsia,GF,HF,3,2017
ProDotACupEurope#16,"Mar15-29,2017","$3,500",16teams,Europe,Friends,NLG,3,2017
Dota2ChampionsLeagueSeason11,"Mar20-26,2017","$5,000",16teams,Europe,PENTA,TSpirit,3,2017
OverPowerCup#1,"Mar17-26,2017","$5,000",8teams,Europe,TSpirit,Friends,3,2017
WellPlayInvitational#7,"Feb13-Mar24,2017","$3,000",8teams,Europe,TSpirit,Vega,3,2017
ProDotACupEurope#15,"Feb13-Mar05,2017","$3,500",16teams,Europe,[H],NLG,3,2017
Mr.CatInvitationalSeason2,"Feb11-Mar05,2017","$25,500",10teams,SoutheastAsia,fL,Bazaar,3,2017
Compu&VisionCup-Season1,"Feb04-Mar04,2017",$800,8teams,Americas,NoT,DileCom,3,2017
ProDotaCupSoutheastAsia#5,"Feb13-28,2017","$3,500",10teams,SoutheastAsia,CG,GF,3,2017
Dota2ChampionsLeagueSeason10,"Feb14-19,2017","$5,000",16teams,Europe,Friends,[H],3,2017
ProDotACupEurope#14,"Jan12-Feb01,2017","$5,000",16teams,Europe,EF,PD,3,2017
SwiftForwardCupWinter2017,"Jan28-29,2017","$1,250",8teams,Europe,Cmn,TpR,3,2017
ProDotaCupSoutheastAsia#4,"Jan10-25,2017","$5,000",10teams,SoutheastAsia,Mski,CG,3,2017
KODLeagueSeasonIV,"Jan02-23,2017","$1,500",10teams,Americas,DW,TF,3,2017
OMENDota2Cup,"Jan18-22,2017","$4,607",16teams,Europe,C9,PD,3,2017
ProDotACupEurope#13,"Dec13,2016-Jan07,2017","$5,000",16teams,Europe,Rebels,Friends,3,2017
RoyalArena#2,"Dec28,2016-Jan04,2017","$5,000",6teams,Europe,Vega,Rebels,3,2017
ProDotACupAmericas#8,"Dec13-30,2016","$5,000",10teams,Americas,TF,INF,3,2016
KingsDota2Cup,"Oct18-Dec27,2016","$2,000",8teams,SoutheastAsia,WG.U,pwr,3,2016
AOCDota2Cup,"Dec22-25,2016","$5,212",12teams,CIS,Rebels,EPG,3,2016
WellPlayInvitational#6,"Dec17-22,2016","$5,000",8teams,Europe,[A],Empire,3,2016
StarLadderProSeriesSeason17,"Dec19-21,2016","$2,500",8teams,Europe,GUS,QM,3,2016
SEAKappaInvitationalSeason3,"Nov02-Dec20,2016","$10,000",18teams,SoutheastAsia,WG.U,XctN,3,2016
ZENProLeague,"Dec17-18,2016","$3,316",8teams,"Melbourne,Australia",N9,sYa,3,2016
ASUSROGSEACup,"Dec17-18,2016","$14,679",8teams,"Bangkok,Thailand",XctN,fL,3,2016
MGAPacificChampionship,"Dec09-11,2016","$8,000",3teams,"KualaLumpur,Malaysia",pwr,FD,3,2016
ESLIndiaPremiershipSeasonOneMasters,"Dec07-11,2016","$12,995",8teams,"Delhi,India",BI,IW,3,2016
WellPlayInvitational#5,"Nov11-Dec02,2016","$3,000",8teams,Europe,Imperial,[H],3,2016
ProDotACupEurope#12,"Nov07-30,2016","$5,000",16teams,Europe,Imperial,Empire,3,2016
ProDotACupAmericas#7,"Nov07-30,2016","$5,000",10teams,Americas,DW,TF,3,2016
SaveTheChildrenDota2CharityTournament,"Nov29,2016",$500,4teams,Americas,FDL,INF,3,2016
Dota2DangerCupSeason1,"Sep26-Nov29,2016","$3,500",16teams,Europe,Rebels,Friends,3,2016
MineskiPro-GamingLeagueSeason8Championship,"Nov26-27,2016","$4,716",8teams,"Mandaluyong,Philippines",Mski,AcA,3,2016
EliminationMode2.0,"Nov01-23,2016","$20,000",8teams,World,OG,EG,3,2016
RoyalArena#1,"Nov09-22,2016","$5,000",6teams,Europe,Imperial,ESC,3,2016
Dota2ChampionsLeagueSeason9,"Nov07-22,2016","$5,000",16teams,Europe,Imperial,Rebels,3,2016
MSF-TheCreepSeason3,"Oct28-Nov18,2016","$8,484",8teams,"Seoul,SouthKorea",MVP.H,MVP.A,3,2016
TreasureArena#1,"Nov15-16,2016","$1,000",8teams,Europe,Rebels,[H],3,2016
RomanianDotaProLeagueSeason3,"Nov12-13,2016","$1,637",4teams,"Bucharest,Romania",XPC,Moriarty,3,2016
ProDotACupSoutheastAsia#3,"Oct12-Nov08,2016","$5,000",10teams,SoutheastAsia,fL,RR.Q,3,2016
ProDotACupEurope#11,"Oct12-Nov07,2016","$5,000",16teams,Europe,Friends,Empire,3,2016
MSIMasterGamingArena2016,"Nov04-06,2016","$1,537",3teams,Australia,N9,BNB,3,2016
TheNationalESPSeason2,"Nov01-03,2016",$665,8teams,Spain,TBD,TBD,3,2016
ProDotACupEurope#10,"Sep14-Oct21,2016","$5,000",16teams,Europe,PD,Imperial,3,2016
StarLadderProSeriesSeason16,"Oct17-19,2016","$2,500",8teams,Europe,QM,Cmn,3,2016
WellPlayInvitational#4,"Aug25-Oct17,2016","$3,000",8teams,Europe,Imperial,KP,3,2016
Dota2OffenceSeason1,"Jul07-Oct16,2016","$4,000",16teams,Europe,Imperial,PD,3,2016
Dota2ChampionsLeagueSeason8,"Sep26-Oct14,2016","$5,000",16teams,Europe,F.3,Friends,3,2016
ElementsCup#2,"Sep02-Oct13,2016","$20,000",6teams,Europe,Imperial,PD,3,2016
GameOnInvitational#3,"Sep20-Oct07,2016","$2,000",16teams,Europe,Valkyrie,BM,3,2016
WESG2016ChinaFinals,"Oct01-04,2016","$26,256",17teams,"Suzhou,China",DB.Y,T.O.T,3,2016
GameShowOpenSeason5,"Oct01-02,2016","$5,172",4teams,CIS,NL5.R,EF,3,2016
ProDotACupSoutheastAsia#2,"Sep14-30,2016","$5,000",10teams,SoutheastAsia,WG.U,Sig,3,2016
BTSEurope#4,"Sep19-26,2016","$5,000",16teams,Europe,VP,EPG,3,2016
joinDOTALeagueSeason10Europe,"Jun13-Sep19,2016","$4,000",13teams,Europe,Imperial,PD,3,2016
MSF-TheCreepSeason2,"Aug15-Sep06,2016","$9,069",8teams,"Seoul,SouthKorea",MVP.A,MVP.H,3,2016
BrasilGameCup2016,"Jul16-Sep05,2016","$18,453",8teams,"SãoPaulo,Brazil",paiN,TShow,3,2016
M.VideoDota2Open,"Aug27-Sep04,2016","$4,500",8teams,"Moscow,Russia",Cmn,YeS,3,2016
MSIBattleofPride,"Jul22-Sep04,2016","$1,500",12teams,SoutheastAsia,WG.U,XctN,3,2016
NVIDIADota2CISCupSeriesGrandFinal#8,"Sep03,2016","$1,500",8teams,CIS,F.3,F5,3,2016
ProDotACupEurope#9,"Aug15-Sep02,2016","$5,000",16teams,Europe,PD,KP,3,2016
joinDOTALeagueSeason10Asia,"Jun13-Sep02,2016","$3,000",10teams,SoutheastAsia,WG.U,XctN,3,2016
ProDotACupSoutheastAsia#1,"Aug15-30,2016","$5,000",10teams,SoutheastAsia,WG.U,XctN,3,2016
joinDOTALeagueSeason10America,"Jun13-Aug30,2016","$3,000",10teams,Americas,INF,paiN,3,2016
TheEuropePower,"Aug20-24,2016",$550,8teams,Europe,TBE,G5,3,2016
MineskiPro-GamingLeagueSeason8Leg2,"Jul30-Aug21,2016","$3,500",20teams,SoutheastAsia,XctN,Mski,3,2016
WellPlayInvitational#3,"Jul11-Aug18,2016","$3,000",8teams,Europe,Imperial,F5,3,2016
GameOnOpenTournament#1,"Jul31-Aug07,2016","$1,000",8teams,Europe,NR,cSc,3,2016
AssemblySummer2016,"Aug05-06,2016","$2,227",9teams,"Helsinki,Finland",PV,TyöMaa,3,2016
AOCMastersChampionshipSeason3,"Jun29-Aug02,2016","$3,000",11teams,SoutheastAsia,WG.U,Mongolz,3,2016
Mr.CatInvitational,"Jul11-29,2016","$10,000",10teams,SoutheastAsia,Mski,Sig,3,2016
ProDotACupAmericas#6,"Jul01-25,2016","$5,000",10teams,NorthAmerica,INF,VB,3,2016
TelkomDGLMasters,"Jul22-24,2016","$7,033",8teams,"Johannesburg,SouthAfrica",BVD,WRG,3,2016
ProDotACupEurope#8,"Jul03-22,2016","$5,000",16teams,Europe,PD,EPG,3,2016
StarLadderProSeriesSeason15,"Jul18-20,2016","$2,500",8teams,Europe,TBE,YeS,3,2016
NoShangInvitational,"Feb10-Jul20,2016","$10,000",16teams,Europe,PR,F5,3,2016
MSF-TheCreepSeason1,"Jun27-Jul19,2016","$8,822",8teams,"Seoul,SouthKorea",MVP.A,MVP.H,3,2016
KODLeagueSeasonIII,"Jun13-Jul18,2016",$400,16teams,NorthAmerica,INF,PP,3,2016
MLeSSeason1,"May09-Jul16,2016","$5,000",8teams,NorthAmerica,E.Wolves,NoT,3,2016
MineskiPro-GamingLeagueSeason8Leg1,"Apr15-Jul16,2016","$1,498",8teams,Philippines,Mski,SV,3,2016
ProDotACupEurope#7,"Jun03-Jul13,2016","$5,000",16teams,Europe,aTTaX,Polarity,3,2016
LootMarketInvitational,"Jun13-Jul12,2016","$3,000",8teams,Europe,Polarity,Imperial,3,2016
SEAKappaInvitationalSeason2,"May22-Jul08,2016","$10,000",16teams,SoutheastAsia,Fnatic,Orange.T,3,2016
Dota2CanadaCup-Season7,"Apr23-Jul02,2016","$20,000",16teams,NorthAmerica,DC,VB,3,2016
XtremeLeague#2,"Mar10-Jun26,2016","$23,978",6teams,Brazil,TShow,paiN,3,2016
GameShowOpenSeason4,"Jun21-24,2016","$5,120",4teams,CIS,Cmn,Riki,3,2016
WellPlayInvitational#2,"Jun01-13,2016","$3,000",8teams,Europe,KP,DB,3,2016
CopadeAberturaLBEE,"May16-29,2016","$2,791",8teams,Brazil,INTZ,g3x,3,2016
MalaysiaOpen2016,"May27,2016","$12,326",3teams,"KualaLumpur,Malaysia",Orange.T,pwr,3,2016
ProDotACupEurope#6,"May07-27,2016","$5,000",16teams,Europe,SPigzs,F.3,3,2016
ProDotACupAmericas#5,"May07-27,2016","$5,000",10teams,NorthAmerica,Shazam,Drag,3,2016
GameOnInvitational#2,"May17-25,2016","$2,000",8teams,Europe,F.3,PD,3,2016
StarLadderProSeriesSeason14,"May05-20,2016","$2,000",12teams,Europe,BM,Sharks,3,2016
SudamericanMaster4,"Feb12-May15,2016","$4,000",16teams,SouthAmerica,E.Wolves,NoT,3,2016
2015-2016CSLDota2,"Oct04,2015-May08,2016","$15,000",68teams,"Austin,UnitedStates",UBC,Mich,3,2016
SolidDota2Challenge,"Apr18-28,2016","$4,000",8teams,Europe,Rebels,DB,3,2016
WellPlayInvitational#1,"Mar25-Apr27,2016","$3,000",8teams,Europe,PR,F5,3,2016
TheAprilInvitational,"Apr22-24,2016","$1,935",8teams,Australia,B&F,DTT,3,2016
ProDotACupEurope#5,"Apr04-22,2016","$5,000",16teams,Europe,Rebels,TSpirit,3,2016
DreamLeagueSeason5LeaguePlay,"Mar21-Apr21,2016","$56,000",8teams,Europe,Na`Vi,DiG,3,2016
BTSEurope#3,"Apr04-14,2016","$10,000",16teams,Europe,Liquid,Polarity,3,2016
SEAKappaInvitationalSeason1,"Mar12-Apr13,2016","$10,000",16teams,SoutheastAsia,Fnatic,Sig,3,2016
NXTGAMEInvitational#2,"Apr04-12,2016","$8,000",8teams,Europe,Rebels,aTTaX,3,2016
BTSSoutheastAsia#4,"Apr04-11,2016","$10,000",16teams,SoutheastAsia,Fnatic,TNC,3,2016
LegendsFactoryPoznań2016,"Apr09-10,2016","$1,324",6teams,"Poznań,Poland",aTTaX,HoC,3,2016
ElementsCup#1,"Apr01-10,2016","$1,800",8teams,Europe,NL5,EPG,3,2016
ProDotACupEurope#4,"Mar14-29,2016","$5,000",16teams,Europe,aTTaX,PD,3,2016
BTSAmericas#4,"Mar19-27,2016","$10,000",16teams,NorthAmerica,Shazam,INF,3,2016
ProDotACupAmericas#4,"Mar07-21,2016","$5,000",10teams,NorthAmerica,TF,Shazam,3,2016
Click-StormDOTA2League#1,"Feb23-Mar18,2016","$3,300",16teams,Europe,NL5,Enso,3,2016
Dota2StarsArena,"Mar07-17,2016","$5,000",8teams,Europe,PD,PR,3,2016
RumbleTown,"Feb10-23,2016","$2,756",8teams,Europe,DB,AF,3,2016
ProDotACupAmericas#3,"Feb10-22,2016","$5,000",10teams,NorthAmerica,Shazam,EN,3,2016
ProDotACupEurope#3,"Feb09-22,2016","$5,000",16teams,Europe,PD,AF,3,2016
BTSSoutheastAsia#3,"Feb02-20,2016","$10,000",16teams,SoutheastAsia,TNC,MVP.P,3,2016
UpriseChampionsCupEurope,"Nov22,2015-Feb18,2016","$15,000",16teams,Europe,RoX,aTTaX,3,2016
BTSEurope#2,"Feb06-15,2016","$10,000",16teams,Europe,Empire,LC,3,2016
KODLeagueSeasonII,"Jan15-Feb12,2016",$200,8teams,Americas,EX,xD,3,2016
GameOnInvitational,"Feb08-11,2016","$2,000",8teams,Europe,aTTaX,AF,3,2016
BTSAmericas#3,"Jan31-Feb09,2016","$10,000",16teams,NorthAmerica,DC,Archon,3,2016
ProDotANationalCup,"Sep21,2015-Feb06,2016","$10,000",16teams,World,ROU,RUS,3,2016
ProDotACupAmericas#2,"Jan18-31,2016","$5,000",16teams,NorthAmerica,E.Wolves,LvT,3,2016
ProDotACupEurope#2,"Jan22-29,2016","$5,000",8teams,Europe,AF,RoX,3,2016
UCCHitboxChampionship,"Oct26,2015-Jan20,2016","$4,000",16teams,Europe,RoX,EPG,3,2016
HitboxEliteCup,"Dec22,2015-Jan12,2016","$2,500",8teams,Europe,YeS,PD,3,2016
MountHermonCharityTournament,"Nov23,2015-Jan02,2016",$188,8teams,Europe,LC,PRIES,3,2016
StarLadderProSeriesSeason13,"Dec23-30,2015","$2,000",8teams,Europe,PD,Fade,3,2015
BTSEurope#1,"Dec21-29,2015","$10,000",16teams,Europe,F5,Na`Vi,3,2015
ShanghaiDota2OpenQualifier,"Dec10-29,2015","$15,438",14teams,China,TBD,TBD,3,2015
ProDotACupAmericas#1,"Dec14-24,2015","$5,000",16teams,NorthAmerica,Shazam,E.Wolves,3,2015
ProDotACupEurope#1,"Dec14-22,2015","$5,000",16teams,Europe,TSpirit,STARK,3,2015
BTSSoutheastAsia#2,"Nov28-Dec07,2015","$10,000",16teams,SoutheastAsia,XctN,Rdmptn,3,2015
TheChocoCup,"Nov16-Dec05,2015",$600,16teams,Americas,E.Wolves,UNK,3,2015
HitboxEUChampionship#4,"Nov06-23,2015","$2,500",8teams,Europe,ARCADE,PD,3,2015
AnzacDotACaptainsDraft,"Nov13-16,2015",$653,16teams,"",BEARD,YLB,3,2015
WorldCyberArena2015-AmericanOpenQualifiers,"Jul27-Nov14,2015","$11,000",4teams,UnitedStates,LvT,YP,3,2015
SEADragonBattleSeason3,"Oct01-Nov10,2015","$2,000",8teams,SoutheastAsia,TNC,Sig,3,2015
GameShowGlobaleSportsCupSeason1CISQualifier,"Sep14-Nov06,2015","$20,000",7teams,CIS,CIS-R,TBD,3,2015
WorldCyberArena2015-EuropeOpenQualifiers,"Oct29-Nov01,2015","$12,500",256teams,Europe,[A],Empire,3,2015
PGLDota2Pro-AMQualifier#4,"Oct23-27,2015","$5,000",8teams,Europe,TBD,TBD,3,2015
RomanianDotaProLeagueSeason2,"Aug17-Oct25,2015","$1,503",8teams,"",XPC,Refugiatii,3,2015
PGLDota2Pro-AMQualifier#3,"Oct14-18,2015","$5,000",8teams,Europe,TBD,TBD,3,2015
SudamericanMaster3,"Sep06-Oct18,2015","$3,500",16teams,SouthAmerica,LvT,UNK,3,2015
BrasilGameCup2015,"Oct09-12,2015","$15,963",8teams,"SãoPaulo,Brazil",paiN,TShow,3,2015
PGLDota2Pro-AMQualifier#2,"Sep24-27,2015","$5,000",122teams,Europe,TBD,TBD,3,2015
PGLDota2Pro-AMQualifier#1,"Sep16-23,2015","$5,000",256teams,Europe,TBD,TBD,3,2015
BTSAmericas#2,"Sep15-23,2015","$10,000",16teams,Americas,C9,LvT,3,2015
XtremeLeague#1,"Sep19-20,2015","$1,284",8teams,Brazil,paiN,TShow,3,2015
